atc,atc_code,year,metric,nsw,vic,qld,sa,wa,tas,act,nt,total
"Systemic Hormonal Preparations, excl. Sex Hormones",H,2002,benefit_aud,130764472,102276618,61684858,31301187,31146991,8790884,5196573,1046275,372207858
"Systemic Hormonal Preparations, excl. Sex Hormones",H,2003,benefit_aud,142719418,120389112,77415739,35833966,39143094,10333322,5553630,1363129,432751411
"Systemic Hormonal Preparations, excl. Sex Hormones",H,2004,benefit_aud,176848348,146202863,102963593,45864991,46304664,12496709,7641479,1806323,540128970
"Systemic Hormonal Preparations, excl. Sex Hormones",H,2005,benefit_aud,210292428,167848954,121610772,55965687,57315691,14191692,9021630,2646489,638893344
"Systemic Hormonal Preparations, excl. Sex Hormones",H,2006,benefit_aud,241458409,197046426,142396013,63703594,69314268,18233807,10688888,2625308,745466713
"Systemic Hormonal Preparations, excl. Sex Hormones",H,2007,benefit_aud,290614614,235844767,177312796,77318858,92585931,21776833,12370935,3694168,911518903
"Systemic Hormonal Preparations, excl. Sex Hormones",H,2008,benefit_aud,333446785,275304890,210491037,85495452,113088419,25964372,13136929,4476696,1061404581
"Systemic Hormonal Preparations, excl. Sex Hormones",H,2009,benefit_aud,403354797,333700110,261084224,111240108,130401390,35473189,17184928,4463065,1296901811
"Systemic Hormonal Preparations, excl. Sex Hormones",H,2010,benefit_aud,454216411,380704860,289043309,117700955,158694327,40102123,18670978,5349561,1464482524
"Systemic Hormonal Preparations, excl. Sex Hormones",H,2011,benefit_aud,484520837,415708917,316755646,125637045,188127110,42391980,20682606,6268817,1600092958
"Systemic Hormonal Preparations, excl. Sex Hormones",H,2012,benefit_aud,589725100,515351851,382620565,140095877,245861478,50154420,21699708,7351576,1952860576
"Systemic Hormonal Preparations, excl. Sex Hormones",H,2013,benefit_aud,633351524,529894964,445330249,176244159,226532075,61888492,24973245,7861342,2106076050
"Systemic Hormonal Preparations, excl. Sex Hormones",H,2014,benefit_aud,847763109,699826256,517370272,194236330,322882197,72526501,37801749,12295247,2704701661
"Systemic Hormonal Preparations, excl. Sex Hormones",H,2015,benefit_aud,1006115293,799823355,568534864,246913094,354660249,88447421,50888735,12794579,3128177590
"Systemic Hormonal Preparations, excl. Sex Hormones",H,2016,benefit_aud,998113787,844907471,630971073,259962322,372292167,86087897,51728009,16042217,3260104945
"Systemic Hormonal Preparations, excl. Sex Hormones",H,2017,benefit_aud,1075144755,865083868,669846704,265068819,387471348,91581507,50461657,16504673,3421163332
"Systemic Hormonal Preparations, excl. Sex Hormones",H,2018,benefit_aud,1226476436,1005331277,788328589,309395601,454654003,106945247,54477581,19539789,3965148524
"Systemic Hormonal Preparations, excl. Sex Hormones",H,2019,benefit_aud,1444646501,1147873355,910240156,370452650,518349946,124693435,68856347,22293732,4607406123
"Systemic Hormonal Preparations, excl. Sex Hormones",H,2020,benefit_aud,1654680192,1359551213,1043652146,423342764,592101952,146520272,73750205,27509721,5321108465
"Systemic Hormonal Preparations, excl. Sex Hormones",H,2021,benefit_aud,1787580065,1537206086,1102065086,453770461,652428977,157358828,81292512,28103023,5799805037
"Systemic Hormonal Preparations, excl. Sex Hormones",H,2022,benefit_aud,1951758274,1568251689,1257967698,489148805,717849458,169153824,90443365,30294770,6274867883
"Systemic Hormonal Preparations, excl. Sex Hormones",H,2023,benefit_aud,2093879559,1637866648,1341097235,517320811,748738527,178280726,89619660,31241573,6638044738
"Systemic Hormonal Preparations, excl. Sex Hormones",H,2024,benefit_aud,2438651960,1997388191,1518806769,569717281,845762721,193923394,97344914,35392959,7696988190
"Systemic Hormonal Preparations, excl. Sex Hormones",H,2025,benefit_aud,2752581348,2482456851,1717875527,644505302,950208791,216597535,122580868,50019775,8936825997
"Systemic Hormonal Preparations, excl. Sex Hormones",H,2026_ytd,benefit_aud,645406916,545399837,413805523,146365242,228897557,49375129,28074752,9644334,2066969290
"Systemic Hormonal Preparations, excl. Sex Hormones",H,TOTAL,benefit_aud,24470402275,20260739445,15263143620,6063534498,8655603480,2057639798,1080834062,364250930,78216148108
Musculo-Skeletal System,M,1992,benefit_aud,23581241,14806230,10198997,5330384,5723776,1887729,596868,194015,62319240
Musculo-Skeletal System,M,1994,benefit_aud,22480163,14388206,9758717,5223390,5433122,1856694,572345,198626,59911262
Musculo-Skeletal System,M,1995,benefit_aud,23199461,14858716,10260712,5501867,5703660,1942139,589191,211054,62266800
Musculo-Skeletal System,M,1996,benefit_aud,22823653,14832533,10287880,5486422,5779569,1926861,591644,208681,61937242
Musculo-Skeletal System,M,1997,benefit_aud,25089966,15500151,11565130,5762982,5943867,1991939,665522,211800,66731357
Musculo-Skeletal System,M,1998,benefit_aud,27072119,16672157,13326121,6062007,6453676,2065260,789935,227075,72668349
Musculo-Skeletal System,M,1999,benefit_aud,29868767,18476950,15210990,6713248,7195115,2168702,861314,267752,80762838
Musculo-Skeletal System,M,2000,benefit_aud,62864995,37791784,31595118,12290297,14695418,4219407,1883872,416081,165756972
Musculo-Skeletal System,M,2001,benefit_aud,107778747,68195128,57691173,24165312,26892480,7330820,3601002,896490,296551151
Musculo-Skeletal System,M,2002,benefit_aud,117015922,73785540,62172514,25566492,28896491,8057234,4179078,947202,320620474
Musculo-Skeletal System,M,2003,benefit_aud,127525401,81754689,69695336,28578383,32081525,8767566,4649172,1056994,354109066
Musculo-Skeletal System,M,2004,benefit_aud,133921100,84598725,74039596,30455534,33310582,8929099,4923997,1111741,371290374
Musculo-Skeletal System,M,2005,benefit_aud,108774935,67365896,59241244,24874556,24451661,6959590,3853532,729750,296251164
Musculo-Skeletal System,M,2006,benefit_aud,103506836,64285821,56445909,23015440,22550266,6390574,3562688,668300,280425835
Musculo-Skeletal System,M,2007,benefit_aud,102766687,63888662,58495583,23512858,22543247,6301430,3557125,680678,281746270
Musculo-Skeletal System,M,2008,benefit_aud,92965765,58190631,53324408,20522560,20826384,5919813,2961489,605782,255316832
Musculo-Skeletal System,M,2009,benefit_aud,98967368,62081166,54840618,23257758,20630941,6155594,2932055,693665,269559165
Musculo-Skeletal System,M,2010,benefit_aud,98003920,60061695,54218145,21958459,20793577,6131090,2853718,677397,264698003
Musculo-Skeletal System,M,2011,benefit_aud,90609903,56005699,49539898,19882745,19461223,5696420,2711610,608852,244516349
Musculo-Skeletal System,M,2012,benefit_aud,99955246,63317576,52131946,21133937,22533767,6002268,2929402,559706,268563849
Musculo-Skeletal System,M,2013,benefit_aud,85843679,52039656,53282441,21951343,18213011,6153644,2617373,634332,240735479
Musculo-Skeletal System,M,2014,benefit_aud,111002741,71893368,55539564,21660013,26863943,6895867,3644281,743133,298242910
Musculo-Skeletal System,M,2015,benefit_aud,113556680,73703466,64202682,24761310,26259134,8011466,9171215,788216,320454168
Musculo-Skeletal System,M,2016,benefit_aud,96885961,66565044,62236273,23314674,25159445,7583641,32256521,827336,314828895
Musculo-Skeletal System,M,2017,benefit_aud,96055357,65287522,60633921,22706967,25306610,7344860,37264835,789927,315389999
Musculo-Skeletal System,M,2018,benefit_aud,113489796,80214579,73047874,29084984,29528371,8153760,39581011,844706,373945081
Musculo-Skeletal System,M,2019,benefit_aud,130886927,88597269,77729781,29967907,34520242,8830877,40940245,947232,412420481
Musculo-Skeletal System,M,2020,benefit_aud,137483882,95915988,86259237,33633314,36535575,10056816,47268092,1445012,448597915
Musculo-Skeletal System,M,2021,benefit_aud,131808006,94915368,85789416,33905732,38872681,10202154,53998698,1435821,450927875
Musculo-Skeletal System,M,2022,benefit_aud,149773650,103293940,94657214,34587708,42173362,10602874,57742663,1277488,494108898
Musculo-Skeletal System,M,2023,benefit_aud,187803096,129198482,115128002,42477604,48636133,12344377,56058133,1461370,593107199
Musculo-Skeletal System,M,2024,benefit_aud,224330824,140894421,123278926,47323944,51506962,13354566,63861867,2504511,667056019
Musculo-Skeletal System,M,2025,benefit_aud,244816476,152278886,139455480,54587598,55208260,13982202,63475976,2715699,726520577
Musculo-Skeletal System,M,2026_ytd,benefit_aud,52128687,32857999,29550648,11313447,11757520,2733741,17822936,497668,158662646
Musculo-Skeletal System,M,TOTAL,benefit_aud,3394637954,2198513943,1934831491,770571177,822441598,226951072,574969406,28084094,9951000735
Nervous System,N,1992,benefit_aud,56997239,39635470,29060641,14461237,13097496,4832005,1961991,589167,160635246
Nervous System,N,1994,benefit_aud,70107005,50299951,36919489,17894947,17054108,5884456,2670254,830396,201660606
Nervous System,N,1995,benefit_aud,93459235,68971115,51130497,24795040,25026858,8126079,3951023,1170600,276630446
Nervous System,N,1996,benefit_aud,108964538,80934639,60937720,29302341,30775755,9593410,4733418,1462465,326704284
Nervous System,N,1997,benefit_aud,110911394,80884859,62271229,30000538,31198970,9896763,4815318,1657097,331636169
Nervous System,N,1998,benefit_aud,130745716,98561134,75215853,36347442,35853160,11627711,6180685,2413984,396945686
Nervous System,N,1999,benefit_aud,152093493,123684287,89286118,43547940,43587547,13591307,7270948,2840030,475901670
Nervous System,N,2000,benefit_aud,182465562,151870117,107352530,50480364,52146331,16214163,8855747,2825779,572210593
Nervous System,N,2001,benefit_aud,236890235,193168145,147837227,72875351,73963004,21856992,11113819,4017716,761722487
Nervous System,N,2002,benefit_aud,246651627,203743230,149840801,72819643,75820736,22227865,11487258,3507016,786098175
Nervous System,N,2003,benefit_aud,260394459,221949439,161655477,77127287,81850437,23650300,11875867,3572075,842075339
Nervous System,N,2004,benefit_aud,286670439,243122042,178857767,85144579,90441498,25839437,12572217,3863237,926511216
Nervous System,N,2005,benefit_aud,292217292,250346944,181378544,85687523,88701239,26156233,12413771,3943239,940844786
Nervous System,N,2006,benefit_aud,305652813,261970792,185630463,87500975,88807012,26799934,12725134,3842268,972929392
Nervous System,N,2007,benefit_aud,322942208,275146941,199635471,93538520,94293641,28418586,13847203,4074705,1031897276
Nervous System,N,2008,benefit_aud,356896125,292848308,219391867,96609452,101371909,32047932,14881907,4371217,1118418717
Nervous System,N,2009,benefit_aud,394310811,329129167,242395483,114806073,105851430,34183766,16242701,5105591,1242025022
Nervous System,N,2010,benefit_aud,411142834,346259411,261235014,117089959,116743065,36210724,16724999,5207348,1310613354
Nervous System,N,2011,benefit_aud,421788849,348452548,267222223,117525913,120917774,37553282,17198533,5208714,1335867838
Nervous System,N,2012,benefit_aud,457209944,377459313,283446871,125768393,131688010,39165953,18911184,5390626,1439040294
Nervous System,N,2013,benefit_aud,382390098,294766183,291822136,124282622,99648276,38831402,15953763,5493317,1253187796
Nervous System,N,2014,benefit_aud,481965954,392049510,273875731,112185556,143400370,38831989,20361548,5154252,1467824911
Nervous System,N,2015,benefit_aud,462711037,363603743,299870653,121719611,127070578,41930983,19284194,5661737,1441852535
Nervous System,N,2016,benefit_aud,394305097,307896118,274898066,105873405,116456847,37359805,16764390,5059812,1258613540
Nervous System,N,2017,benefit_aud,389884485,302537279,265177938,101092802,114812606,35849525,17162699,4879390,1231396724
Nervous System,N,2018,benefit_aud,383469771,301093032,265055345,98019903,111315193,34571052,17051125,5005408,1215580829
Nervous System,N,2019,benefit_aud,388219067,296031573,262850313,94788860,114011119,35318694,17192721,5264355,1213676703
Nervous System,N,2020,benefit_aud,404129449,312391370,287006842,103698188,120515837,38032581,18438308,5650820,1289863395
Nervous System,N,2021,benefit_aud,396011057,319552161,293676570,103035038,127196933,38985764,19369994,5936029,1303763546
Nervous System,N,2022,benefit_aud,415143251,344260719,316210658,106675082,135779322,41724441,21394275,6583821,1387771569
Nervous System,N,2023,benefit_aud,442563691,375476451,338167275,116772516,147933133,43460552,24257460,6979204,1495610282
Nervous System,N,2024,benefit_aud,526034770,422921509,356846804,128248273,162214106,46766518,27231428,8083073,1678346482
Nervous System,N,2025,benefit_aud,674301654,531755110,477263550,170853370,206824918,59345307,35778617,9657313,2165779839
Nervous System,N,2026_ytd,benefit_aud,150766127,119065808,103259402,37224194,47353479,12745928,8299570,2232196,480946703
Nervous System,N,TOTAL,benefit_aud,10790407327,8721838416,7096682571,2917792936,3193722695,977631439,488974068,147533998,34334583450
Nervous System,N,1994,benefit_aud,1530780,931036,671590,360715,353188,122449,27705,9622,4007086
Nervous System,N,1995,benefit_aud,1670190,982551,791351,387899,391072,138562,29005,19167,4409796
Nervous System,N,1996,benefit_aud,1819053,1041774,880679,413301,422356,146807,31721,25115,4780806
Nervous System,N,1997,benefit_aud,1760099,1022776,868526,384322,416885,141740,32325,40071,4666743
Nervous System,N,1998,benefit_aud,1659863,989565,862930,370579,405109,134461,31157,41056,4494719
Nervous System,N,1999,benefit_aud,1698201,1044255,874167,387776,423674,143593,33528,46056,4651249
Nervous System,N,2000,benefit_aud,1781319,1058826,897045,371216,429139,144381,35392,25785,4743104
Nervous System,N,2001,benefit_aud,1750727,1099707,909943,422427,451251,151945,36838,23854,4846692
Nervous System,N,2002,benefit_aud,1801847,1119253,897224,414818,458619,152379,37530,21416,4903087
Nervous System,N,2003,benefit_aud,1658981,1072072,841922,383355,429742,148389,43033,21904,4599398
Nervous System,N,2004,benefit_aud,1718027,1087271,871076,399447,428937,148485,51365,21143,4725751
Nervous System,N,2005,benefit_aud,979285,569164,461903,169968,214731,69356,27201,11723,2503332
Nervous System,N,2006,benefit_aud,316980,102799,136461,25023,41292,8840,3553,8127,643074
Nervous System,N,2007,benefit_aud,287563,104613,132001,22267,34698,5079,1766,6488,594476
Nervous System,N,2008,benefit_aud,309234,114296,139849,27580,34154,5656,5514,4186,640469
Nervous System,N,2009,benefit_aud,384464,170172,184926,44352,43528,9546,7925,10935,855848
Nervous System,N,2010,benefit_aud,401798,197484,232581,60294,74965,16567,6569,11383,1001641
Nervous System,N,2011,benefit_aud,447513,272285,309144,85581,61524,34108,5788,11695,1227640
Nervous System,N,2012,benefit_aud,685284,369545,440604,107636,85219,69325,8271,15592,1781476
Nervous System,N,2013,benefit_aud,567552,287578,563592,97594,79600,47968,9321,17983,1671188
Nervous System,N,2014,benefit_aud,727532,346990,513734,77595,156524,37805,14012,19896,1894087
Nervous System,N,2015,benefit_aud,806509,402548,619802,101780,212510,44565,23934,34615,2246263
Nervous System,N,2016,benefit_aud,739267,409126,739010,108004,253765,27425,19545,43386,2339528
Nervous System,N,2017,benefit_aud,775678,383767,768480,95540,240888,37634,17124,37778,2356890
Nervous System,N,2018,benefit_aud,759293,355003,852785,91867,216680,32971,13349,51480,2373428
Nervous System,N,2019,benefit_aud,786056,327257,1082360,86075,244922,30254,24769,31409,2613102
Nervous System,N,2020,benefit_aud,806497,418872,1120966,84715,315955,60919,21333,24059,2853317
Nervous System,N,2021,benefit_aud,779248,497380,1358184,68989,364008,48164,27928,20900,3164800
Nervous System,N,2022,benefit_aud,758221,497945,1373867,84291,383551,90757,31634,36887,3257153
Nervous System,N,2023,benefit_aud,928495,555927,1534892,119132,567158,89423,44730,30398,3870156
Nervous System,N,2024,benefit_aud,1648738,749029,2179316,121097,653418,71285,37249,52744,5512876
Nervous System,N,2025,benefit_aud,2439779,908223,3172200,176163,800364,72813,55266,70853,7695661
Nervous System,N,2026_ytd,benefit_aud,569572,238804,777775,71418,186959,17236,16226,22358,1900347
Nervous System,N,TOTAL,benefit_aud,37339438,20670034,28762825,6592095,10242963,2626674,840333,880196,107954557
Respiratory System,R,1992,benefit_aud,72858264,41394379,32221068,12747123,11465559,4265891,2134331,596366,177682982
Respiratory System,R,1994,benefit_aud,71525104,42924989,33288840,13177663,11567967,4423978,2092854,632369,179633765
Respiratory System,R,1995,benefit_aud,76843045,46557376,36217310,14960332,12978059,4970001,2215134,736449,195477705
Respiratory System,R,1996,benefit_aud,87851542,53966016,42057732,17706329,15003700,5602318,2695225,847969,225730831
Respiratory System,R,1997,benefit_aud,89439024,53399594,42445188,18143219,15303259,5610650,2622350,825521,227788804
Respiratory System,R,1998,benefit_aud,88940364,54520217,42944521,19030123,15533847,5639118,2626694,816466,230051350
Respiratory System,R,1999,benefit_aud,96698041,61195645,48256037,20560119,17400924,6491358,2985989,873739,254461853
Respiratory System,R,2000,benefit_aud,104212867,65401000,52021298,21390800,18851721,6910592,3248112,858573,272894963
Respiratory System,R,2001,benefit_aud,108063497,69831357,56327356,24150404,20312149,7445244,3507026,1001064,290638099
Respiratory System,R,2002,benefit_aud,119546498,78450168,60895857,25608339,23188060,8431679,3791872,1142598,321055070
Respiratory System,R,2003,benefit_aud,120830806,82555044,63966520,26843531,25039024,9160640,3848691,1204687,333448942
Respiratory System,R,2004,benefit_aud,130149615,89088868,69500226,29749515,27334485,10200393,4104158,1386822,361514082
Respiratory System,R,2005,benefit_aud,130794574,90214645,69574651,30025278,27998944,10484813,4055362,1339064,364487330
Respiratory System,R,2006,benefit_aud,128025134,88428514,67818479,29496001,27070208,10278885,3881804,1356880,356355904
Respiratory System,R,2007,benefit_aud,129660124,88799943,70233493,30120182,27632544,10542021,3997064,1364184,362349555
Respiratory System,R,2008,benefit_aud,134045969,89035930,72639501,29676953,28729142,11151416,4122883,1413383,370815178
Respiratory System,R,2009,benefit_aud,141636312,96212004,75506965,34987059,28918289,11482644,4246664,1616252,394606189
Respiratory System,R,2010,benefit_aud,143004014,99410156,78506083,34426681,30862212,11784034,4316533,1626227,403935941
Respiratory System,R,2011,benefit_aud,144058670,101499685,79535188,33949063,31281954,12102473,4486794,1671398,408585225
Respiratory System,R,2012,benefit_aud,165151309,117198384,89824512,38266597,36576053,13491114,5030958,1763940,467302866
Respiratory System,R,2013,benefit_aud,142100437,92694688,92611909,38858938,28428284,13703915,4182005,1833161,414413337
Respiratory System,R,2014,benefit_aud,194786753,137498705,93956348,39031612,44062928,14789596,5930530,1923704,531980177
Respiratory System,R,2015,benefit_aud,203868994,142375913,116098179,46312765,43769354,16574206,6161373,2008481,577169264
Respiratory System,R,2016,benefit_aud,181078120,127239509,111531638,43178566,41571218,15307130,5637301,1912961,527456443
Respiratory System,R,2017,benefit_aud,182615546,133089279,111523642,43189384,44024528,15627071,6240173,1814561,538124185
Respiratory System,R,2018,benefit_aud,175534477,129380071,113332569,41977615,44125353,15863081,6054345,1740981,528008492
Respiratory System,R,2019,benefit_aud,228567795,170816315,160014366,61964202,64231915,22512215,8804178,1945867,718856852
Respiratory System,R,2020,benefit_aud,267906767,210044836,190808220,72368093,81326593,25732621,10721364,2254117,861162610
Respiratory System,R,2021,benefit_aud,268788675,202462285,191265824,73865801,80229201,25391464,12604315,2313438,856921003
Respiratory System,R,2022,benefit_aud,341633048,261982437,248536597,91841466,98965322,32489772,16124725,2935485,1094508851
Respiratory System,R,2023,benefit_aud,396360245,270424053,284956108,104491467,122429738,37769925,17551802,3319490,1237302828
Respiratory System,R,2024,benefit_aud,399062890,336257235,305176992,110094182,137142741,38564294,13382558,4043885,1343724776
Respiratory System,R,2025,benefit_aud,458402386,345646482,350695316,128784363,148240234,42820338,32098410,4256933,1510944461
Respiratory System,R,2026_ytd,benefit_aud,108654272,80551236,79123147,26345138,37236232,9429505,5104829,1295678,347740037
Respiratory System,R,TOTAL,benefit_aud,5832695177,4150546956,3633411681,1427318902,1468831742,497044394,220608405,56672694,17287129950
Sensory Organs,S,1992,benefit_aud,15145609,9324644,6652493,3600618,3249953,837900,285497,80894,39177608
Sensory Organs,S,1994,benefit_aud,16209384,10216754,7210367,3833094,3437329,903187,302178,85548,42197841
Sensory Organs,S,1995,benefit_aud,17704618,11254232,8015394,4172860,3715876,1026403,330559,105149,46325092
Sensory Organs,S,1996,benefit_aud,18217258,11720035,8602439,4377152,3910311,1073109,344492,111157,48355953
Sensory Organs,S,1997,benefit_aud,17199043,10962472,8219227,4092583,3696851,1000778,339815,97649,45608417
Sensory Organs,S,1998,benefit_aud,18288082,11560054,8924665,4380663,3876140,1055834,370405,111547,48567389
Sensory Organs,S,1999,benefit_aud,23368919,15107196,11230651,5663198,5155028,1414972,540398,143723,62624086
Sensory Organs,S,2000,benefit_aud,27387356,17866562,12803160,6138067,5828526,1694080,686951,170653,72575353
Sensory Organs,S,2001,benefit_aud,29180605,19274641,14116930,7193670,6299625,1850050,746469,179766,78841756
Sensory Organs,S,2002,benefit_aud,32158226,20656867,15015449,7336149,6883479,2005057,836280,178282,85069790
Sensory Organs,S,2003,benefit_aud,33520726,22065581,15986438,7526700,7299791,2139471,867660,186267,89592635
Sensory Organs,S,2004,benefit_aud,36670947,23795088,17563090,8226572,7740154,2261757,959594,199567,97416769
Sensory Organs,S,2005,benefit_aud,36477784,23763311,17585145,7973304,7606998,2232274,949854,192350,96781020
Sensory Organs,S,2006,benefit_aud,38502887,25169340,18298137,8100527,7873809,2377372,985951,194637,101502661
Sensory Organs,S,2007,benefit_aud,52056758,30852385,22108203,10142099,9863076,3336365,1178811,218283,129755980
Sensory Organs,S,2008,benefit_aud,91641761,43338590,31098945,13953421,15727924,5560490,2532750,264834,204118714
Sensory Organs,S,2009,benefit_aud,126967426,59443902,41980322,22122315,21014453,8251868,3941863,358437,284080585
Sensory Organs,S,2010,benefit_aud,152348316,74374458,63418403,26468966,26173264,10198446,4485525,460951,357928329
Sensory Organs,S,2011,benefit_aud,174046642,77026553,73322547,30387771,32115586,11606699,4784551,445643,403735991
Sensory Organs,S,2012,benefit_aud,211404357,90374173,90379481,35250706,40550496,14337912,6904211,668683,489870019
Sensory Organs,S,2013,benefit_aud,165294096,69144131,85446244,31295267,30870319,14326638,5205457,621202,402203353
Sensory Organs,S,2014,benefit_aud,229114687,90997983,85167685,23839313,37637683,13019963,5915318,614511,486307144
Sensory Organs,S,2015,benefit_aud,250008240,103934745,98696537,28339202,42930071,17402965,5704551,918620,547934930
Sensory Organs,S,2016,benefit_aud,252798501,111584201,108682005,29874531,43656198,17799675,5397135,951616,570743862
Sensory Organs,S,2017,benefit_aud,262306969,117459436,112840165,29113002,48480382,19102672,5016105,1049945,595368675
Sensory Organs,S,2018,benefit_aud,272143561,122609041,109652206,38896880,50346689,19729903,4690541,1366040,619434862
Sensory Organs,S,2019,benefit_aud,279696786,128811573,140138671,47742993,54424119,20080671,5429077,1647784,677971674
Sensory Organs,S,2020,benefit_aud,309852857,151835409,142795375,53958125,61300018,21525379,6765979,2133858,750167000
Sensory Organs,S,2021,benefit_aud,311561716,164008139,163193647,63725202,67529838,23069146,6464579,2365009,801917276
Sensory Organs,S,2022,benefit_aud,325595247,171986086,176423303,61138991,75312440,24983480,7127697,2314009,844881254
Sensory Organs,S,2023,benefit_aud,312442342,167030447,155078771,59457802,73256156,24128984,5635546,2336398,799366446
Sensory Organs,S,2024,benefit_aud,316362640,172471545,156991551,68659907,74615498,22944720,6032408,1778319,819856589
Sensory Organs,S,2025,benefit_aud,330818394,187714540,180586607,68457006,82854833,27005676,9869603,1849232,889155891
Sensory Organs,S,2026_ytd,benefit_aud,64100574,36251862,36979452,12532277,18101179,5089605,2559724,393988,176008661
Sensory Organs,S,TOTAL,benefit_aud,4850593315,2403985977,2245203707,837970934,983334090,345373500,114187533,24794549,11805443605
Various +,V,1992,benefit_aud,8323211,4383802,3374063,1681489,1082771,380641,286650,77390,19590016
Various +,V,1994,benefit_aud,8967331,4813230,3600032,1815348,1297954,402730,300465,74527,21271616
Various +,V,1995,benefit_aud,9619643,5480338,4196541,2094331,1447241,433993,263551,141433,23677072
Various +,V,1996,benefit_aud,10738705,6464026,4977181,2282182,1623060,476650,280990,162036,27004831
Various +,V,1997,benefit_aud,11270643,6977962,5228252,2335860,1710339,496927,281302,112438,28413722
Various +,V,1998,benefit_aud,11655086,7464905,5612456,2386738,1752389,516742,315579,125519,29829413
Various +,V,1999,benefit_aud,13258947,8983245,6342529,2618847,2080487,608583,390078,127602,34410319
Various +,V,2000,benefit_aud,14742628,10076783,6537536,2784106,2227504,593293,445113,111184,37518147
Various +,V,2001,benefit_aud,14875489,11001483,6884439,3175138,2420592,630528,404309,127145,39519123
Various +,V,2002,benefit_aud,16082366,12297674,6963286,3292712,2648244,697326,362940,132023,42476572
Various +,V,2003,benefit_aud,16392810,12470028,6989465,3281664,2593888,646696,437717,123723,42935990
Various +,V,2004,benefit_aud,16876656,13405565,7936957,3229916,2622397,670346,514878,157661,45414374
Various +,V,2005,benefit_aud,17411294,14099887,8995720,3283270,2872303,827611,570005,243757,48303848
Various +,V,2006,benefit_aud,17598107,14398594,9652722,3269439,2754150,884824,573947,183390,49315174
Various +,V,2007,benefit_aud,18473728,14355534,10485498,3309012,3060161,880827,631166,126111,51322036
Various +,V,2008,benefit_aud,21584049,16712837,12346809,3462585,3697217,1097517,688994,168132,59758140
Various +,V,2009,benefit_aud,24172306,18986984,13423171,3912266,3507356,1179173,800050,170350,66151655
Various +,V,2010,benefit_aud,25533755,19735863,14393406,3830423,3784917,1278980,756859,191652,69505854
Various +,V,2011,benefit_aud,25715189,20277326,14341072,3874413,4447944,1229818,797018,212880,70895661
Various +,V,2012,benefit_aud,29199490,27923695,15601038,4434605,5740443,1087930,866156,265055,85118413
Various +,V,2013,benefit_aud,30775594,23668900,16629430,6051025,4366888,1183435,769358,315060,83759691
Various +,V,2014,benefit_aud,49118493,29169168,17101908,5910475,5869566,1263180,1046086,561072,110039948
Various +,V,2015,benefit_aud,50880407,29887373,18582504,6546592,6082648,1369110,1197932,747440,115294007
Various +,V,2016,benefit_aud,32684099,23324450,16957523,5147753,5937346,1208039,1053325,824756,87137290
Various +,V,2017,benefit_aud,27855655,22196865,15469845,4633686,5295016,1150540,1014819,1126659,78743085
Various +,V,2018,benefit_aud,27033076,23028138,14092745,4738767,5143698,1225607,911846,1382532,77556410
Various +,V,2019,benefit_aud,28735738,24857965,13428152,4787902,5359311,1269413,935440,1359424,80733345
Various +,V,2020,benefit_aud,26843778,22693342,13498790,5000603,5149731,1370562,828538,943292,76328636
Various +,V,2021,benefit_aud,25739596,20797263,12655763,4450414,4730861,1219565,811656,895931,71301048
Various +,V,2022,benefit_aud,22526401,18704029,11056743,3625100,4155883,1078975,636500,737545,62521177
Various +,V,2023,benefit_aud,20169185,17508206,10101144,3505780,3907121,1113521,547727,760770,57613454
Various +,V,2024,benefit_aud,20623927,18109827,9657950,3341776,4020622,1139243,531983,816314,58241643
Various +,V,2025,benefit_aud,23481857,20359530,10390155,3652872,4691847,1299214,686048,910251,65471773
Various +,V,2026_ytd,benefit_aud,5446608,4502486,2256384,766327,1214797,288266,134419,193352,14802638
Various +,V,TOTAL,benefit_aud,724405850,549117304,349761207,122513418,119296691,31199805,21073444,14608403,1931976121
Various +,V,1994,benefit_aud,2492048,1267964,1076112,666988,374294,104384,39345,8323,6029459
Various +,V,1995,benefit_aud,2648303,1446084,1148759,663595,401642,118981,39708,8581,6475654
Various +,V,1996,benefit_aud,2658831,1578912,1135675,630205,421610,115706,39481,8974,6589394
Various +,V,1997,benefit_aud,2321370,1468310,947138,525219,354282,92780,35543,5942,5750583
Various +,V,1998,benefit_aud,1880916,1266608,768192,376567,265911,75378,30031,4566,4668170
Various +,V,1999,benefit_aud,1815867,1285060,728199,319560,265053,68265,30269,4123,4516396
Various +,V,2000,benefit_aud,1831331,1318776,728507,305923,263460,71231,31390,3270,4553887
Various +,V,2001,benefit_aud,1866086,1515253,796556,351343,309521,86124,38773,4818,4968474
Various +,V,2002,benefit_aud,1851118,1588428,778765,312913,302467,79861,30270,4450,4948271
Various +,V,2003,benefit_aud,1480834,1223780,684770,243458,256589,69758,29444,3729,3992361
Various +,V,2004,benefit_aud,1370589,1173993,589764,229314,240553,64778,26997,3207,3699196
Various +,V,2005,benefit_aud,1317817,1101036,567768,200741,224408,54809,22575,2706,3491859
Various +,V,2006,benefit_aud,1287551,1186084,565316,201541,197536,56907,22683,2394,3520013
Various +,V,2007,benefit_aud,1163972,1128206,508337,198231,217965,51380,20507,2450,3291047
Various +,V,2008,benefit_aud,1165985,1115421,465562,176772,166855,53690,32157,2065,3178507
Various +,V,2009,benefit_aud,1460660,1562189,580140,246575,183976,58198,50690,3864,4146293
