drug,therapy_area,pbac_date,nice_date,gap_days,gap_months,who_moved_first,nice_recommendation,pbac_filename,nice_ta_number,nice_title,nice_published_date,pbac_year,pbac_month,nice_guidance_url
pembrolizumab-nsclc,Oncology,2018-03-01,2022-02-02,-1434,-47.1,PBAC (AUS first),Recommended,pembrolizumab-nsclc-psd-march-2018.pdf,766,Pembrolizumab for adjuvant treatment of completely resected stage 3 melanoma,02 February 2022,2018,3,https://www.nice.org.uk/guidance/ta766
pembrolizumab-nsclc,Oncology,2018-03-01,2022-02-09,-1441,-47.3,PBAC (AUS first),,pembrolizumab-nsclc-psd-march-2018.pdf,770,Pembrolizumab with carboplatin and paclitaxel for untreated metastatic squamous non-small-cell lung cancer,09 February 2022,2018,3,https://www.nice.org.uk/guidance/ta770
pembrolizumab-nsclc,Oncology,2018-03-01,2022-02-23,-1455,-47.8,PBAC (AUS first),,pembrolizumab-nsclc-psd-march-2018.pdf,772,Pembrolizumab for treating relapsed or refractory classical Hodgkin lymphoma after stem cell transplant or at least 2 previous therapies,23 February 2022,2018,3,https://www.nice.org.uk/guidance/ta772
pembrolizumab-nsclc,Oncology,2018-03-01,2022-06-29,-1581,-51.9,PBAC (AUS first),,pembrolizumab-nsclc-psd-march-2018.pdf,801,"Pembrolizumab plus chemotherapy for untreated, triple-negative, locally recurrent unresectable or metastatic breast cancer",29 June 2022,2018,3,https://www.nice.org.uk/guidance/ta801
pembrolizumab-nsclc,Oncology,2018-03-01,2022-10-19,-1693,-55.6,PBAC (AUS first),,pembrolizumab-nsclc-psd-march-2018.pdf,830,Pembrolizumab for adjuvant treatment of renal cell carcinoma,19 October 2022,2018,3,https://www.nice.org.uk/guidance/ta830
pembrolizumab-nsclc,Oncology,2018-03-01,2022-10-26,-1700,-55.8,PBAC (AUS first),Recommended,pembrolizumab-nsclc-psd-march-2018.pdf,837,Pembrolizumab for adjuvant treatment of resected stage 2B or 2C melanoma,26 October 2022,2018,3,https://www.nice.org.uk/guidance/ta837
pembrolizumab-nsclc,Oncology,2018-03-01,2022-12-14,-1749,-57.5,PBAC (AUS first),,pembrolizumab-nsclc-psd-march-2018.pdf,851,Pembrolizumab for neoadjuvant and adjuvant treatment of triple-negative early or locally advanced breast cancer,14 December 2022,2018,3,https://www.nice.org.uk/guidance/ta851
pembrolizumab-nsclc,Oncology,2018-03-01,2023-01-11,-1777,-58.4,PBAC (AUS first),,pembrolizumab-nsclc-psd-march-2018.pdf,858,Lenvatinib with pembrolizumab for untreated advanced renal cell carcinoma,11 January 2023,2018,3,https://www.nice.org.uk/guidance/ta858
pembrolizumab-nsclc,Oncology,2018-03-01,2023-05-03,-1889,-62.1,PBAC (AUS first),,pembrolizumab-nsclc-psd-march-2018.pdf,885,"Pembrolizumab plus chemotherapy with or without bevacizumab for persistent, recurrent or metastatic cervical cancer",03 May 2023,2018,3,https://www.nice.org.uk/guidance/ta885
pembrolizumab-nsclc,Oncology,2018-03-01,2023-06-21,-1938,-63.7,PBAC (AUS first),,pembrolizumab-nsclc-psd-march-2018.pdf,904,Pembrolizumab with lenvatinib for previously treated advanced or recurrent endometrial cancer,21 June 2023,2018,3,https://www.nice.org.uk/guidance/ta904
pembrolizumab-nsclc,Oncology,2018-03-01,2023-09-20,-2029,-66.7,PBAC (AUS first),,pembrolizumab-nsclc-psd-march-2018.pdf,914,"Pembrolizumab for previously treated endometrial, biliary, colorectal, gastric or small intestine cancer with high microsatellite instability or mismatch repair deficiency",20 September 2023,2018,3,https://www.nice.org.uk/guidance/ta914
pembrolizumab-nsclc,Oncology,2018-03-01,2023-12-13,-2113,-69.4,PBAC (AUS first),,pembrolizumab-nsclc-psd-march-2018.pdf,939,"Pembrolizumab plus chemotherapy with or without bevacizumab for persistent, recurrent or metastatic cervical cancer",13 December 2023,2018,3,https://www.nice.org.uk/guidance/ta939
pembrolizumab-nsclc,Oncology,2018-03-01,2024-04-24,-2246,-73.8,PBAC (AUS first),,pembrolizumab-nsclc-psd-march-2018.pdf,966,Pembrolizumab with gemcitabine and cisplatin for untreated advanced biliary tract cancer (terminated appraisal),24 April 2024,2018,3,https://www.nice.org.uk/guidance/ta966
pembrolizumab-nsclc,Oncology,2018-03-01,2024-05-01,-2253,-74.0,PBAC (AUS first),,pembrolizumab-nsclc-psd-march-2018.pdf,967,Pembrolizumab for treating relapsed or refractory classical Hodgkin lymphoma in people 3 years and over,01 May 2024,2018,3,https://www.nice.org.uk/guidance/ta967
pembrolizumab-nsclc,Oncology,2016-11-01,2015-10-07,391,12.8,NICE (UK first),,pembrolizumab-nsclc-psd-november-2016.pdf,357,Pembrolizumab for treating advanced melanoma after disease progression with ipilimumab,07 October 2015,2016,11,https://www.nice.org.uk/guidance/ta357
pembrolizumab-nsclc,Oncology,2016-11-01,2015-11-25,342,11.2,NICE (UK first),,pembrolizumab-nsclc-psd-november-2016.pdf,366,Pembrolizumab for advanced melanoma not previously treated with ipilimumab,25 November 2015,2016,11,https://www.nice.org.uk/guidance/ta366
pembrolizumab-nsclc,Oncology,2016-11-01,2017-01-11,-71,-2.3,PBAC (AUS first),,pembrolizumab-nsclc-psd-november-2016.pdf,428,Pembrolizumab for treating PD-L1-positive non-small-cell lung cancer after chemotherapy,11 January 2017,2016,11,https://www.nice.org.uk/guidance/ta428
pembrolizumab-nsclc,Oncology,2016-11-01,2017-06-28,-239,-7.9,PBAC (AUS first),,pembrolizumab-nsclc-psd-november-2016.pdf,447,Pembrolizumab for untreated PD-L1-positive metastatic non-small-cell lung cancer,28 June 2017,2016,11,https://www.nice.org.uk/guidance/ta447
pembrolizumab-nsclc,Oncology,2016-11-01,2018-04-25,-540,-17.7,PBAC (AUS first),,pembrolizumab-nsclc-psd-november-2016.pdf,519,Pembrolizumab for treating locally advanced or metastatic urothelial carcinoma after platinum-containing chemotherapy,25 April 2018,2016,11,https://www.nice.org.uk/guidance/ta519
pembrolizumab-nsclc,Oncology,2016-11-01,2018-06-13,-589,-19.3,PBAC (AUS first),,pembrolizumab-nsclc-psd-november-2016.pdf,522,Pembrolizumab for untreated PD-L1-positive locally advanced or metastatic urothelial cancer when cisplatin is unsuitable,13 June 2018,2016,11,https://www.nice.org.uk/guidance/ta522
pembrolizumab-nsclc,Oncology,2016-11-01,2018-07-18,-624,-20.5,PBAC (AUS first),,pembrolizumab-nsclc-psd-november-2016.pdf,531,Pembrolizumab for untreated PD-L1-positive metastatic non-small-cell lung cancer,18 July 2018,2016,11,https://www.nice.org.uk/guidance/ta531
pembrolizumab-nsclc,Oncology,2016-11-01,2018-09-03,-671,-22.0,PBAC (AUS first),,pembrolizumab-nsclc-psd-november-2016.pdf,540,Pembrolizumab for treating relapsed or refractory classical Hodgkin lymphoma,03 September 2018,2016,11,https://www.nice.org.uk/guidance/ta540
pembrolizumab-nsclc,Oncology,2016-11-01,2018-12-19,-778,-25.6,PBAC (AUS first),,pembrolizumab-nsclc-psd-november-2016.pdf,553,Pembrolizumab for adjuvant treatment of resected melanoma with high risk of recurrence,19 December 2018,2016,11,https://www.nice.org.uk/guidance/ta553
pembrolizumab-nsclc,Oncology,2016-11-01,2019-01-10,-800,-26.3,PBAC (AUS first),,pembrolizumab-nsclc-psd-november-2016.pdf,557,"Pembrolizumab with pemetrexed and platinum chemotherapy for untreated, metastatic, non-squamous non-small-cell lung cancer",10 January 2019,2016,11,https://www.nice.org.uk/guidance/ta557
pembrolizumab-nsclc,Oncology,2016-11-01,2019-03-20,-869,-28.5,PBAC (AUS first),,pembrolizumab-nsclc-psd-november-2016.pdf,570,Pembrolizumab for treating recurrent or metastatic squamous cell carcinoma of the head and neck after platinum-based chemotherapy (terminated appraisal),20 March 2019,2016,11,https://www.nice.org.uk/guidance/ta570
pembrolizumab-nsclc,Oncology,2016-11-01,2019-09-11,-1044,-34.3,PBAC (AUS first),,pembrolizumab-nsclc-psd-november-2016.pdf,600,Pembrolizumab with carboplatin and paclitaxel for untreated metastatic squamous non-small-cell lung cancer,11 September 2019,2016,11,https://www.nice.org.uk/guidance/ta600
pembrolizumab-nsclc,Oncology,2016-11-01,2020-09-30,-1429,-46.9,PBAC (AUS first),,pembrolizumab-nsclc-psd-november-2016.pdf,650,Pembrolizumab with axitinib for untreated advanced renal cell carcinoma,30 September 2020,2016,11,https://www.nice.org.uk/guidance/ta650
pembrolizumab-nsclc,Oncology,2016-11-01,2020-11-25,-1485,-48.8,PBAC (AUS first),,pembrolizumab-nsclc-psd-november-2016.pdf,661,Pembrolizumab for untreated metastatic or unresectable recurrent head and neck squamous cell carcinoma,25 November 2020,2016,11,https://www.nice.org.uk/guidance/ta661
pembrolizumab-nsclc,Oncology,2016-11-01,2021-02-17,-1569,-51.5,PBAC (AUS first),,pembrolizumab-nsclc-psd-november-2016.pdf,674,"Pembrolizumab for untreated PD-L1-positive, locally advanced or metastatic urothelial cancer when cisplatin is unsuitable (terminated appraisal)",17 February 2021,2016,11,https://www.nice.org.uk/guidance/ta674
pembrolizumab-nsclc,Oncology,2016-11-01,2021-03-10,-1590,-52.2,PBAC (AUS first),,pembrolizumab-nsclc-psd-november-2016.pdf,683,"Pembrolizumab with pemetrexed and platinum chemotherapy for untreated, metastatic, non-squamous non-small-cell lung cancer",10 March 2021,2016,11,https://www.nice.org.uk/guidance/ta683
pembrolizumab-nsclc,Oncology,2016-11-01,2021-04-28,-1639,-53.8,PBAC (AUS first),,pembrolizumab-nsclc-psd-november-2016.pdf,692,Pembrolizumab for treating locally advanced or metastatic urothelial carcinoma after platinum-containing chemotherapy,28 April 2021,2016,11,https://www.nice.org.uk/guidance/ta692
pembrolizumab-nsclc,Oncology,2016-11-01,2021-06-23,-1695,-55.7,PBAC (AUS first),,pembrolizumab-nsclc-psd-november-2016.pdf,709,Pembrolizumab for untreated metastatic colorectal cancer with high microsatellite instability or mismatch repair deficiency,23 June 2021,2016,11,https://www.nice.org.uk/guidance/ta709
pembrolizumab-nsclc,Oncology,2016-11-01,2021-10-20,-1814,-59.6,PBAC (AUS first),,pembrolizumab-nsclc-psd-november-2016.pdf,737,Pembrolizumab with platinum- and fluoropyrimidine-based chemotherapy for untreated advanced oesophageal and gastro-oesophageal junction cancer,20 October 2021,2016,11,https://www.nice.org.uk/guidance/ta737
pembrolizumab-nsclc,Oncology,2016-11-01,2022-02-02,-1919,-63.0,PBAC (AUS first),Recommended,pembrolizumab-nsclc-psd-november-2016.pdf,766,Pembrolizumab for adjuvant treatment of completely resected stage 3 melanoma,02 February 2022,2016,11,https://www.nice.org.uk/guidance/ta766
pembrolizumab-nsclc,Oncology,2016-11-01,2022-02-09,-1926,-63.3,PBAC (AUS first),,pembrolizumab-nsclc-psd-november-2016.pdf,770,Pembrolizumab with carboplatin and paclitaxel for untreated metastatic squamous non-small-cell lung cancer,09 February 2022,2016,11,https://www.nice.org.uk/guidance/ta770
pembrolizumab-nsclc,Oncology,2016-11-01,2022-02-23,-1940,-63.7,PBAC (AUS first),,pembrolizumab-nsclc-psd-november-2016.pdf,772,Pembrolizumab for treating relapsed or refractory classical Hodgkin lymphoma after stem cell transplant or at least 2 previous therapies,23 February 2022,2016,11,https://www.nice.org.uk/guidance/ta772
pembrolizumab-nsclc,Oncology,2016-11-01,2022-06-29,-2066,-67.9,PBAC (AUS first),,pembrolizumab-nsclc-psd-november-2016.pdf,801,"Pembrolizumab plus chemotherapy for untreated, triple-negative, locally recurrent unresectable or metastatic breast cancer",29 June 2022,2016,11,https://www.nice.org.uk/guidance/ta801
pembrolizumab-nsclc,Oncology,2016-11-01,2022-10-19,-2178,-71.6,PBAC (AUS first),,pembrolizumab-nsclc-psd-november-2016.pdf,830,Pembrolizumab for adjuvant treatment of renal cell carcinoma,19 October 2022,2016,11,https://www.nice.org.uk/guidance/ta830
pembrolizumab-nsclc,Oncology,2016-11-01,2022-10-26,-2185,-71.8,PBAC (AUS first),Recommended,pembrolizumab-nsclc-psd-november-2016.pdf,837,Pembrolizumab for adjuvant treatment of resected stage 2B or 2C melanoma,26 October 2022,2016,11,https://www.nice.org.uk/guidance/ta837
pembrolizumab-nsclc,Oncology,2016-11-01,2022-12-14,-2234,-73.4,PBAC (AUS first),,pembrolizumab-nsclc-psd-november-2016.pdf,851,Pembrolizumab for neoadjuvant and adjuvant treatment of triple-negative early or locally advanced breast cancer,14 December 2022,2016,11,https://www.nice.org.uk/guidance/ta851
pembrolizumab-nsclc,Oncology,2016-11-01,2023-01-11,-2262,-74.3,PBAC (AUS first),,pembrolizumab-nsclc-psd-november-2016.pdf,858,Lenvatinib with pembrolizumab for untreated advanced renal cell carcinoma,11 January 2023,2016,11,https://www.nice.org.uk/guidance/ta858
pembrolizumab-nsclc,Oncology,2016-11-01,2023-05-03,-2374,-78.0,PBAC (AUS first),,pembrolizumab-nsclc-psd-november-2016.pdf,885,"Pembrolizumab plus chemotherapy with or without bevacizumab for persistent, recurrent or metastatic cervical cancer",03 May 2023,2016,11,https://www.nice.org.uk/guidance/ta885
pembrolizumab-nsclc,Oncology,2016-11-01,2023-06-21,-2423,-79.6,PBAC (AUS first),,pembrolizumab-nsclc-psd-november-2016.pdf,904,Pembrolizumab with lenvatinib for previously treated advanced or recurrent endometrial cancer,21 June 2023,2016,11,https://www.nice.org.uk/guidance/ta904
pembrolizumab-nsclc,Oncology,2016-11-01,2023-09-20,-2514,-82.6,PBAC (AUS first),,pembrolizumab-nsclc-psd-november-2016.pdf,914,"Pembrolizumab for previously treated endometrial, biliary, colorectal, gastric or small intestine cancer with high microsatellite instability or mismatch repair deficiency",20 September 2023,2016,11,https://www.nice.org.uk/guidance/ta914
pembrolizumab-nsclc,Oncology,2016-11-01,2023-12-13,-2598,-85.3,PBAC (AUS first),,pembrolizumab-nsclc-psd-november-2016.pdf,939,"Pembrolizumab plus chemotherapy with or without bevacizumab for persistent, recurrent or metastatic cervical cancer",13 December 2023,2016,11,https://www.nice.org.uk/guidance/ta939
pembrolizumab-nsclc,Oncology,2016-11-01,2024-04-24,-2731,-89.7,PBAC (AUS first),,pembrolizumab-nsclc-psd-november-2016.pdf,966,Pembrolizumab with gemcitabine and cisplatin for untreated advanced biliary tract cancer (terminated appraisal),24 April 2024,2016,11,https://www.nice.org.uk/guidance/ta966
pembrolizumab-nsclc,Oncology,2016-11-01,2024-05-01,-2738,-89.9,PBAC (AUS first),,pembrolizumab-nsclc-psd-november-2016.pdf,967,Pembrolizumab for treating relapsed or refractory classical Hodgkin lymphoma in people 3 years and over,01 May 2024,2016,11,https://www.nice.org.uk/guidance/ta967
pembrolizumab-nsclc,Oncology,2017-11-01,2015-10-07,756,24.8,NICE (UK first),,pembrolizumab-nsclc-psd-november-2017.pdf,357,Pembrolizumab for treating advanced melanoma after disease progression with ipilimumab,07 October 2015,2017,11,https://www.nice.org.uk/guidance/ta357
pembrolizumab-nsclc,Oncology,2017-11-01,2015-11-25,707,23.2,NICE (UK first),,pembrolizumab-nsclc-psd-november-2017.pdf,366,Pembrolizumab for advanced melanoma not previously treated with ipilimumab,25 November 2015,2017,11,https://www.nice.org.uk/guidance/ta366
pembrolizumab-nsclc,Oncology,2017-11-01,2017-01-11,294,9.7,NICE (UK first),,pembrolizumab-nsclc-psd-november-2017.pdf,428,Pembrolizumab for treating PD-L1-positive non-small-cell lung cancer after chemotherapy,11 January 2017,2017,11,https://www.nice.org.uk/guidance/ta428
pembrolizumab-nsclc,Oncology,2017-11-01,2017-06-28,126,4.1,NICE (UK first),,pembrolizumab-nsclc-psd-november-2017.pdf,447,Pembrolizumab for untreated PD-L1-positive metastatic non-small-cell lung cancer,28 June 2017,2017,11,https://www.nice.org.uk/guidance/ta447
pembrolizumab-nsclc,Oncology,2017-11-01,2018-04-25,-175,-5.7,PBAC (AUS first),,pembrolizumab-nsclc-psd-november-2017.pdf,519,Pembrolizumab for treating locally advanced or metastatic urothelial carcinoma after platinum-containing chemotherapy,25 April 2018,2017,11,https://www.nice.org.uk/guidance/ta519
pembrolizumab-nsclc,Oncology,2017-11-01,2018-06-13,-224,-7.4,PBAC (AUS first),,pembrolizumab-nsclc-psd-november-2017.pdf,522,Pembrolizumab for untreated PD-L1-positive locally advanced or metastatic urothelial cancer when cisplatin is unsuitable,13 June 2018,2017,11,https://www.nice.org.uk/guidance/ta522
pembrolizumab-nsclc,Oncology,2017-11-01,2018-07-18,-259,-8.5,PBAC (AUS first),,pembrolizumab-nsclc-psd-november-2017.pdf,531,Pembrolizumab for untreated PD-L1-positive metastatic non-small-cell lung cancer,18 July 2018,2017,11,https://www.nice.org.uk/guidance/ta531
pembrolizumab-nsclc,Oncology,2017-11-01,2018-09-03,-306,-10.1,PBAC (AUS first),,pembrolizumab-nsclc-psd-november-2017.pdf,540,Pembrolizumab for treating relapsed or refractory classical Hodgkin lymphoma,03 September 2018,2017,11,https://www.nice.org.uk/guidance/ta540
pembrolizumab-nsclc,Oncology,2017-11-01,2018-12-19,-413,-13.6,PBAC (AUS first),,pembrolizumab-nsclc-psd-november-2017.pdf,553,Pembrolizumab for adjuvant treatment of resected melanoma with high risk of recurrence,19 December 2018,2017,11,https://www.nice.org.uk/guidance/ta553
pembrolizumab-nsclc,Oncology,2017-11-01,2019-01-10,-435,-14.3,PBAC (AUS first),,pembrolizumab-nsclc-psd-november-2017.pdf,557,"Pembrolizumab with pemetrexed and platinum chemotherapy for untreated, metastatic, non-squamous non-small-cell lung cancer",10 January 2019,2017,11,https://www.nice.org.uk/guidance/ta557
pembrolizumab-nsclc,Oncology,2017-11-01,2019-03-20,-504,-16.6,PBAC (AUS first),,pembrolizumab-nsclc-psd-november-2017.pdf,570,Pembrolizumab for treating recurrent or metastatic squamous cell carcinoma of the head and neck after platinum-based chemotherapy (terminated appraisal),20 March 2019,2017,11,https://www.nice.org.uk/guidance/ta570
pembrolizumab-nsclc,Oncology,2017-11-01,2019-09-11,-679,-22.3,PBAC (AUS first),,pembrolizumab-nsclc-psd-november-2017.pdf,600,Pembrolizumab with carboplatin and paclitaxel for untreated metastatic squamous non-small-cell lung cancer,11 September 2019,2017,11,https://www.nice.org.uk/guidance/ta600
pembrolizumab-nsclc,Oncology,2017-11-01,2020-09-30,-1064,-35.0,PBAC (AUS first),,pembrolizumab-nsclc-psd-november-2017.pdf,650,Pembrolizumab with axitinib for untreated advanced renal cell carcinoma,30 September 2020,2017,11,https://www.nice.org.uk/guidance/ta650
pembrolizumab-nsclc,Oncology,2017-11-01,2020-11-25,-1120,-36.8,PBAC (AUS first),,pembrolizumab-nsclc-psd-november-2017.pdf,661,Pembrolizumab for untreated metastatic or unresectable recurrent head and neck squamous cell carcinoma,25 November 2020,2017,11,https://www.nice.org.uk/guidance/ta661
pembrolizumab-nsclc,Oncology,2017-11-01,2021-02-17,-1204,-39.6,PBAC (AUS first),,pembrolizumab-nsclc-psd-november-2017.pdf,674,"Pembrolizumab for untreated PD-L1-positive, locally advanced or metastatic urothelial cancer when cisplatin is unsuitable (terminated appraisal)",17 February 2021,2017,11,https://www.nice.org.uk/guidance/ta674
pembrolizumab-nsclc,Oncology,2017-11-01,2021-03-10,-1225,-40.2,PBAC (AUS first),,pembrolizumab-nsclc-psd-november-2017.pdf,683,"Pembrolizumab with pemetrexed and platinum chemotherapy for untreated, metastatic, non-squamous non-small-cell lung cancer",10 March 2021,2017,11,https://www.nice.org.uk/guidance/ta683
pembrolizumab-nsclc,Oncology,2017-11-01,2021-04-28,-1274,-41.9,PBAC (AUS first),,pembrolizumab-nsclc-psd-november-2017.pdf,692,Pembrolizumab for treating locally advanced or metastatic urothelial carcinoma after platinum-containing chemotherapy,28 April 2021,2017,11,https://www.nice.org.uk/guidance/ta692
pembrolizumab-nsclc,Oncology,2017-11-01,2021-06-23,-1330,-43.7,PBAC (AUS first),,pembrolizumab-nsclc-psd-november-2017.pdf,709,Pembrolizumab for untreated metastatic colorectal cancer with high microsatellite instability or mismatch repair deficiency,23 June 2021,2017,11,https://www.nice.org.uk/guidance/ta709
pembrolizumab-nsclc,Oncology,2017-11-01,2021-10-20,-1449,-47.6,PBAC (AUS first),,pembrolizumab-nsclc-psd-november-2017.pdf,737,Pembrolizumab with platinum- and fluoropyrimidine-based chemotherapy for untreated advanced oesophageal and gastro-oesophageal junction cancer,20 October 2021,2017,11,https://www.nice.org.uk/guidance/ta737
pembrolizumab-nsclc,Oncology,2017-11-01,2022-02-02,-1554,-51.1,PBAC (AUS first),Recommended,pembrolizumab-nsclc-psd-november-2017.pdf,766,Pembrolizumab for adjuvant treatment of completely resected stage 3 melanoma,02 February 2022,2017,11,https://www.nice.org.uk/guidance/ta766
pembrolizumab-nsclc,Oncology,2017-11-01,2022-02-09,-1561,-51.3,PBAC (AUS first),,pembrolizumab-nsclc-psd-november-2017.pdf,770,Pembrolizumab with carboplatin and paclitaxel for untreated metastatic squamous non-small-cell lung cancer,09 February 2022,2017,11,https://www.nice.org.uk/guidance/ta770
pembrolizumab-nsclc,Oncology,2017-11-01,2022-02-23,-1575,-51.7,PBAC (AUS first),,pembrolizumab-nsclc-psd-november-2017.pdf,772,Pembrolizumab for treating relapsed or refractory classical Hodgkin lymphoma after stem cell transplant or at least 2 previous therapies,23 February 2022,2017,11,https://www.nice.org.uk/guidance/ta772
pembrolizumab-nsclc,Oncology,2017-11-01,2022-06-29,-1701,-55.9,PBAC (AUS first),,pembrolizumab-nsclc-psd-november-2017.pdf,801,"Pembrolizumab plus chemotherapy for untreated, triple-negative, locally recurrent unresectable or metastatic breast cancer",29 June 2022,2017,11,https://www.nice.org.uk/guidance/ta801
pembrolizumab-nsclc,Oncology,2017-11-01,2022-10-19,-1813,-59.6,PBAC (AUS first),,pembrolizumab-nsclc-psd-november-2017.pdf,830,Pembrolizumab for adjuvant treatment of renal cell carcinoma,19 October 2022,2017,11,https://www.nice.org.uk/guidance/ta830
pembrolizumab-nsclc,Oncology,2017-11-01,2022-10-26,-1820,-59.8,PBAC (AUS first),Recommended,pembrolizumab-nsclc-psd-november-2017.pdf,837,Pembrolizumab for adjuvant treatment of resected stage 2B or 2C melanoma,26 October 2022,2017,11,https://www.nice.org.uk/guidance/ta837
pembrolizumab-nsclc,Oncology,2017-11-01,2022-12-14,-1869,-61.4,PBAC (AUS first),,pembrolizumab-nsclc-psd-november-2017.pdf,851,Pembrolizumab for neoadjuvant and adjuvant treatment of triple-negative early or locally advanced breast cancer,14 December 2022,2017,11,https://www.nice.org.uk/guidance/ta851
pembrolizumab-nsclc,Oncology,2017-11-01,2023-01-11,-1897,-62.3,PBAC (AUS first),,pembrolizumab-nsclc-psd-november-2017.pdf,858,Lenvatinib with pembrolizumab for untreated advanced renal cell carcinoma,11 January 2023,2017,11,https://www.nice.org.uk/guidance/ta858
pembrolizumab-nsclc,Oncology,2017-11-01,2023-05-03,-2009,-66.0,PBAC (AUS first),,pembrolizumab-nsclc-psd-november-2017.pdf,885,"Pembrolizumab plus chemotherapy with or without bevacizumab for persistent, recurrent or metastatic cervical cancer",03 May 2023,2017,11,https://www.nice.org.uk/guidance/ta885
pembrolizumab-nsclc,Oncology,2017-11-01,2023-06-21,-2058,-67.6,PBAC (AUS first),,pembrolizumab-nsclc-psd-november-2017.pdf,904,Pembrolizumab with lenvatinib for previously treated advanced or recurrent endometrial cancer,21 June 2023,2017,11,https://www.nice.org.uk/guidance/ta904
pembrolizumab-nsclc,Oncology,2017-11-01,2023-09-20,-2149,-70.6,PBAC (AUS first),,pembrolizumab-nsclc-psd-november-2017.pdf,914,"Pembrolizumab for previously treated endometrial, biliary, colorectal, gastric or small intestine cancer with high microsatellite instability or mismatch repair deficiency",20 September 2023,2017,11,https://www.nice.org.uk/guidance/ta914
pembrolizumab-nsclc,Oncology,2017-11-01,2023-12-13,-2233,-73.4,PBAC (AUS first),,pembrolizumab-nsclc-psd-november-2017.pdf,939,"Pembrolizumab plus chemotherapy with or without bevacizumab for persistent, recurrent or metastatic cervical cancer",13 December 2023,2017,11,https://www.nice.org.uk/guidance/ta939
pembrolizumab-nsclc,Oncology,2017-11-01,2024-04-24,-2366,-77.7,PBAC (AUS first),,pembrolizumab-nsclc-psd-november-2017.pdf,966,Pembrolizumab with gemcitabine and cisplatin for untreated advanced biliary tract cancer (terminated appraisal),24 April 2024,2017,11,https://www.nice.org.uk/guidance/ta966
pembrolizumab-nsclc,Oncology,2017-11-01,2024-05-01,-2373,-78.0,PBAC (AUS first),,pembrolizumab-nsclc-psd-november-2017.pdf,967,Pembrolizumab for treating relapsed or refractory classical Hodgkin lymphoma in people 3 years and over,01 May 2024,2017,11,https://www.nice.org.uk/guidance/ta967
pembrolizumab-nsclc,Oncology,2018-11-01,2015-10-07,1121,36.8,NICE (UK first),,pembrolizumab-nsclc-psd-november-2018.pdf,357,Pembrolizumab for treating advanced melanoma after disease progression with ipilimumab,07 October 2015,2018,11,https://www.nice.org.uk/guidance/ta357
pembrolizumab-nsclc,Oncology,2018-11-01,2015-11-25,1072,35.2,NICE (UK first),,pembrolizumab-nsclc-psd-november-2018.pdf,366,Pembrolizumab for advanced melanoma not previously treated with ipilimumab,25 November 2015,2018,11,https://www.nice.org.uk/guidance/ta366
pembrolizumab-nsclc,Oncology,2018-11-01,2017-01-11,659,21.6,NICE (UK first),,pembrolizumab-nsclc-psd-november-2018.pdf,428,Pembrolizumab for treating PD-L1-positive non-small-cell lung cancer after chemotherapy,11 January 2017,2018,11,https://www.nice.org.uk/guidance/ta428
pembrolizumab-nsclc,Oncology,2018-11-01,2017-06-28,491,16.1,NICE (UK first),,pembrolizumab-nsclc-psd-november-2018.pdf,447,Pembrolizumab for untreated PD-L1-positive metastatic non-small-cell lung cancer,28 June 2017,2018,11,https://www.nice.org.uk/guidance/ta447
pembrolizumab-nsclc,Oncology,2018-11-01,2018-04-25,190,6.2,NICE (UK first),,pembrolizumab-nsclc-psd-november-2018.pdf,519,Pembrolizumab for treating locally advanced or metastatic urothelial carcinoma after platinum-containing chemotherapy,25 April 2018,2018,11,https://www.nice.org.uk/guidance/ta519
pembrolizumab-nsclc,Oncology,2018-11-01,2018-06-13,141,4.6,NICE (UK first),,pembrolizumab-nsclc-psd-november-2018.pdf,522,Pembrolizumab for untreated PD-L1-positive locally advanced or metastatic urothelial cancer when cisplatin is unsuitable,13 June 2018,2018,11,https://www.nice.org.uk/guidance/ta522
pembrolizumab-nsclc,Oncology,2018-11-01,2018-07-18,106,3.5,NICE (UK first),,pembrolizumab-nsclc-psd-november-2018.pdf,531,Pembrolizumab for untreated PD-L1-positive metastatic non-small-cell lung cancer,18 July 2018,2018,11,https://www.nice.org.uk/guidance/ta531
pembrolizumab-nsclc,Oncology,2018-11-01,2018-09-03,59,1.9,NICE (UK first),,pembrolizumab-nsclc-psd-november-2018.pdf,540,Pembrolizumab for treating relapsed or refractory classical Hodgkin lymphoma,03 September 2018,2018,11,https://www.nice.org.uk/guidance/ta540
pembrolizumab-nsclc,Oncology,2018-11-01,2018-12-19,-48,-1.6,PBAC (AUS first),,pembrolizumab-nsclc-psd-november-2018.pdf,553,Pembrolizumab for adjuvant treatment of resected melanoma with high risk of recurrence,19 December 2018,2018,11,https://www.nice.org.uk/guidance/ta553
pembrolizumab-nsclc,Oncology,2018-11-01,2019-01-10,-70,-2.3,PBAC (AUS first),,pembrolizumab-nsclc-psd-november-2018.pdf,557,"Pembrolizumab with pemetrexed and platinum chemotherapy for untreated, metastatic, non-squamous non-small-cell lung cancer",10 January 2019,2018,11,https://www.nice.org.uk/guidance/ta557
pembrolizumab-nsclc,Oncology,2018-11-01,2019-03-20,-139,-4.6,PBAC (AUS first),,pembrolizumab-nsclc-psd-november-2018.pdf,570,Pembrolizumab for treating recurrent or metastatic squamous cell carcinoma of the head and neck after platinum-based chemotherapy (terminated appraisal),20 March 2019,2018,11,https://www.nice.org.uk/guidance/ta570
