atc,atc_code,year,metric,nsw,vic,qld,sa,wa,tas,act,nt,total
Sensory Organs,S,1995,services,2224849,1401239,1013299,524040,472544,134931,41544,17655,5830101
Sensory Organs,S,1996,services,2150852,1371857,1013658,513592,468647,131723,40783,17018,5708130
Sensory Organs,S,1997,services,2065383,1309794,975058,490816,452585,124815,40889,15722,5475062
Sensory Organs,S,1998,services,2054436,1295021,994633,489382,439929,122796,41998,15950,5454145
Sensory Organs,S,1999,services,2206403,1420746,1049292,532840,488263,136990,50199,15866,5900599
Sensory Organs,S,2000,services,2366806,1529712,1092320,543070,514301,148051,57276,16557,6268093
Sensory Organs,S,2001,services,2465299,1609063,1179886,609852,545044,155872,60499,17809,6643324
Sensory Organs,S,2002,services,2584811,1651567,1205708,586706,570253,159808,65252,17037,6841142
Sensory Organs,S,2003,services,2575276,1694952,1215529,573716,580795,162647,64576,16532,6884023
Sensory Organs,S,2004,services,2731252,1770051,1309705,601626,598407,165272,69887,17044,7263244
Sensory Organs,S,2005,services,2768462,1814739,1340586,598019,607271,169590,71125,16784,7386576
Sensory Organs,S,2006,services,2796623,1831592,1332523,581355,595087,172184,70873,16105,7396342
Sensory Organs,S,2007,services,2769994,1821342,1356037,581652,592939,169825,71971,17146,7380906
Sensory Organs,S,2008,services,2772186,1800167,1335998,551158,593391,176496,70656,16184,7316236
Sensory Organs,S,2009,services,2963697,1946313,1397269,621542,590105,179958,73775,18448,7791107
Sensory Organs,S,2010,services,2922672,1938148,1408887,584534,609256,181709,72594,18112,7735912
Sensory Organs,S,2011,services,2881264,1881912,1379678,561073,616967,180687,70228,17390,7589199
Sensory Organs,S,2012,services,3186788,2105420,1502353,604158,683832,195803,76848,18645,8373847
Sensory Organs,S,2013,services,2618986,1640044,1499275,585666,521733,189293,64364,19596,7138957
Sensory Organs,S,2014,services,3423887,2307223,1428762,548317,755405,186472,80702,17700,8748468
Sensory Organs,S,2015,services,3429984,2272591,1629800,616954,706185,208966,81958,20951,8967389
Sensory Organs,S,2016,services,2715950,1787475,1351438,513758,597772,174399,65206,17428,7223426
Sensory Organs,S,2017,services,2669001,1750187,1292013,491571,591178,170024,64475,16388,7044837
Sensory Organs,S,2018,services,2692560,1759317,1301000,493071,584132,167955,63924,16159,7078118
Sensory Organs,S,2019,services,2813515,1754900,1322315,498586,620573,172497,65449,16790,7264625
Sensory Organs,S,2020,services,2855410,1781820,1370547,527942,647938,177479,69673,16706,7447515
Sensory Organs,S,2021,services,2754051,1794472,1424785,530925,670763,183283,71264,18681,7448224
Sensory Organs,S,2022,services,2855748,1856489,1498720,526549,694349,186407,70419,18317,7706998
Sensory Organs,S,2023,services,2976402,1960739,1562100,561144,735202,194810,77646,20281,8088324
Sensory Organs,S,2024,services,3099366,1946496,1495894,565007,743447,190066,78372,19786,8138434
Sensory Organs,S,2025,services,3158693,1945103,1600954,572951,805259,199897,80510,18551,8381918
Sensory Organs,S,2026_ytd,services,653129,419128,335122,116115,179428,42465,20020,4481,1769888
Sensory Organs,S,TOTAL,services,89483060,57819208,43140826,18315332,19798445,5561586,2144104,579052,236841613
Various +,V,1992,services,193636,130545,85621,42634,26212,10828,6064,2177,497717
Various +,V,1994,services,191236,129454,83652,41222,26830,10161,5593,2292,490440
Various +,V,1995,services,181296,116682,83679,40123,26947,8281,3112,1829,461949
Various +,V,1996,services,183731,118567,88066,40212,27603,7946,2724,1423,470272
Various +,V,1997,services,180019,122084,89586,39039,27394,7583,2458,1244,469407
Various +,V,1998,services,177957,129363,91000,38628,27552,7059,2271,1308,475138
Various +,V,1999,services,187725,143820,97246,40152,30311,7072,2251,1251,509828
Various +,V,2000,services,201618,160391,98711,41022,31686,7360,2262,975,544025
Various +,V,2001,services,205278,178875,104789,46679,34731,7592,2187,1093,581224
Various +,V,2002,services,212557,195180,104618,46631,36935,7612,2057,998,606588
Various +,V,2003,services,204660,193787,99629,45257,34576,7660,2335,936,588840
Various +,V,2004,services,196319,190700,100841,42274,31983,7511,2552,915,573095
Various +,V,2005,services,193181,189011,104251,40645,31476,7804,2256,1017,569641
Various +,V,2006,services,191218,188870,103022,39457,30867,7598,2287,827,564146
Various +,V,2007,services,188660,186270,104253,39244,30373,7503,2273,675,559251
Various +,V,2008,services,192776,183359,102965,37060,30723,8412,2411,899,558605
Various +,V,2009,services,201056,191325,102901,39009,27812,8126,2759,904,573892
Various +,V,2010,services,197053,181061,97292,34353,26434,8046,2577,857,547673
Various +,V,2011,services,199244,165427,90483,30532,25458,7889,2454,936,522423
Various +,V,2012,services,233969,177712,93751,31607,27559,7321,2595,1087,575601
Various +,V,2013,services,226066,132057,90666,30931,19984,7327,2263,1253,510547
Various +,V,2014,services,281721,170460,86329,29311,28159,7378,3195,1399,607952
Various +,V,2015,services,290557,165643,93222,32674,28162,8008,3829,2044,624139
Various +,V,2016,services,183091,96361,65214,22126,23485,6063,3181,2327,401848
Various +,V,2017,services,68121,48860,41510,11817,15616,4662,2503,3187,196276
Various +,V,2018,services,63838,51227,38727,10607,15969,4792,2263,4069,191492
Various +,V,2019,services,68199,53166,37896,11125,15885,5158,2390,4407,198226
Various +,V,2020,services,65842,50630,37630,11904,15101,5407,2396,3759,192669
Various +,V,2021,services,63243,50844,38552,12029,14598,5467,2288,3680,190701
Various +,V,2022,services,61062,48110,35696,11242,13456,5045,2166,3313,180090
Various +,V,2023,services,61953,49297,36751,12675,14170,5529,2066,3854,186295
Various +,V,2024,services,63390,49410,35049,11875,14747,5427,2028,4179,186105
Various +,V,2025,services,69920,54766,37029,13472,16712,6023,2345,4270,204537
Various +,V,2026_ytd,services,15986,12725,8132,2854,4299,1296,501,902,46695
Various +,V,TOTAL,services,5496178,4306039,2608759,1020422,833805,236946,88892,66286,14657327
Various +,V,1994,services,367097,185438,157819,89170,56753,15343,5280,1185,878085
Various +,V,1995,services,361278,196812,152394,83666,56113,16198,4939,1139,872539
Various +,V,1996,services,353353,207997,150490,79223,57300,15485,4734,1108,869690
Various +,V,1997,services,315590,194514,130119,69709,49962,12689,4213,919,777715
Various +,V,1998,services,258109,164949,105876,51758,37236,9969,3513,677,632087
Various +,V,1999,services,262047,170121,103418,47004,38277,9401,3660,689,634617
Various +,V,2000,services,248766,164952,97579,43456,36163,9174,3675,555,604320
Various +,V,2001,services,227891,164461,96028,44115,36977,9339,3463,677,582951
Various +,V,2002,services,212594,163270,91224,38653,35655,8431,3170,629,553626
Various +,V,2003,services,197596,147102,89956,34116,33967,7934,3006,581,514258
Various +,V,2004,services,173431,133971,77253,30849,31057,7002,2594,470,456627
Various +,V,2005,services,170617,128880,75600,27353,30787,6204,2443,414,442298
Various +,V,2006,services,149629,118744,67437,23805,25187,5881,2148,351,393182
Various +,V,2007,services,123880,102860,56505,21589,20411,5176,1892,358,332671
Various +,V,2008,services,114473,93554,49492,19072,18139,4937,2092,261,302020
Various +,V,2009,services,114987,99435,48393,21598,16580,4736,2678,379,308786
Various +,V,2010,services,104270,94868,45618,18997,16103,4618,2775,351,287600
Various +,V,2011,services,101680,90726,44509,18268,14818,4449,2699,387,277536
Various +,V,2012,services,108367,95048,46973,19227,16739,4644,2948,301,294247
Various +,V,2013,services,82055,67822,44338,15955,11114,4014,2505,332,228135
Various +,V,2014,services,113122,103301,43982,16033,17304,4280,3069,295,301386
Various +,V,2015,services,113700,99503,48588,18551,16360,4930,3512,314,305458
Various +,V,2016,services,92371,83203,43173,17307,15016,4250,2988,469,258777
Various +,V,2017,services,89585,77307,39303,16796,14328,4204,2680,334,244537
Various +,V,2018,services,80139,67194,36871,14102,13773,3718,2245,227,218269
Various +,V,2019,services,80842,63740,36508,14226,14405,3709,2015,299,215744
Various +,V,2020,services,63356,47950,31165,11511,12489,3432,1843,164,171910
Various +,V,2021,services,51610,41831,27981,8977,11589,2963,1686,153,146790
Various +,V,2022,services,47136,42019,26137,8210,10814,2458,1268,154,138196
Various +,V,2023,services,40125,34925,23197,7099,10136,2328,1097,107,119014
Various +,V,2024,services,39099,32526,20199,6636,9522,2001,1191,68,111242
Various +,V,2025,services,39431,31019,21484,6424,11203,2058,1040,58,112717
Various +,V,2026_ytd,services,7605,5538,3961,1100,2206,393,249,12,21064
Various +,V,TOTAL,services,5271245,3685511,2283889,1030494,854123,222001,94295,15455,13457013
Various +,V,1994,services,42869237,28655346,19973405,9934629,9009359,3193679,1151822,383772,115171249
Various +,V,1995,services,44924693,30395102,21035439,10576732,9724944,3452548,1219305,423398,121752161
Various +,V,1996,services,45658191,31397447,21909796,10903834,10241428,3537183,1287558,441613,125377050
Various +,V,1997,services,45311536,30730364,21934564,10843575,10308724,3547495,1296721,437985,124410964
Various +,V,1998,services,44974921,30876750,22318596,10837481,10400292,3573453,1329657,451219,124762369
Various +,V,1999,services,47276096,33330953,23765767,11502070,11204836,3802563,1463864,470330,132816479
Various +,V,2000,services,50924250,35786242,25376130,11875825,12054916,4042922,1626632,471342,142158259
Various +,V,2001,services,52294137,37534303,27418782,13442822,12972132,4284105,1720913,527266,150194460
Various +,V,2002,services,55322567,39333510,28621044,13492328,13725691,4507922,1855924,526989,157385975
Various +,V,2003,services,55500184,40543172,29609685,13621813,14194151,4605527,1864039,542595,160481166
Various +,V,2004,services,58510514,42543212,31613937,14527367,14883388,4810054,1974072,591969,169454513
Various +,V,2005,services,57842522,42377944,31540919,14246501,14600404,4782803,1914301,578738,167884132
Various +,V,2006,services,57532453,42540057,31374645,13938525,14345009,4721909,1876438,571717,166900753
Various +,V,2007,services,57758999,42926815,32538793,14309759,14611049,4746515,1888188,579821,169359939
Various +,V,2008,services,58774076,43064821,33033456,14010816,14942434,4953651,1896973,565636,171241863
Various +,V,2009,services,62834804,47048882,34934636,16265695,15178629,5122588,2021177,640184,184046595
Various +,V,2010,services,62588761,47459218,35895412,15798231,15882647,5170347,2028064,629478,185452158
Various +,V,2011,services,62575443,47065424,36007901,15604193,16067728,5266695,2034690,631202,185253276
Various +,V,2012,services,69608978,52570886,39448506,17260744,18011443,5689923,2230527,676936,205497943
Various +,V,2013,services,58185440,41723965,39981602,17136976,13830435,5527346,1843778,703645,178933187
Various +,V,2014,services,77044107,59676507,39611354,16746485,20739045,5760699,2456287,707443,222741927
Various +,V,2015,services,77947096,59062044,44666056,19006938,19249794,6404434,2529947,790318,229656627
Various +,V,2016,services,66157328,50240788,40846741,16934877,17593403,5673527,2251558,733077,200431299
Various +,V,2017,services,65775910,49950278,39707056,16563836,17625922,5559347,2264829,727376,198174554
Various +,V,2018,services,65793760,49960074,40287897,16509036,17622248,5511228,2274341,731670,198690254
Various +,V,2019,services,68069539,50040442,40519198,16418588,18284637,5725243,2293969,767655,202119271
Various +,V,2020,services,69129678,51770683,42963348,17532466,19181844,5974525,2445628,778508,209776680
Various +,V,2021,services,67078192,51388309,43484660,17290061,19611625,6007820,2522520,843302,208226489
Various +,V,2022,services,69545748,53548789,46201377,17673688,20298402,6260953,2641907,864294,217035158
Various +,V,2023,services,70376964,55490016,47571665,18547986,21045873,6347046,2811006,898640,223089196
Various +,V,2024,services,72740834,55106320,45116220,17896648,20822516,6290912,2827500,915150,221716100
Various +,V,2025,services,79380079,59173858,52273893,19894622,23536988,7008550,3045527,978668,245292185
Various +,V,2026_ytd,services,17323492,13312796,11352449,4212078,5528151,1570051,765053,235237,54299307
Various +,V,TOTAL,services,1999675939,1474020820,1142142504,494968620,516114761,166517307,66752965,21172912,5881365828
